gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,conm,curcd,at,ch,dvt,lct,lt,ni,re,revt,seq,teq,xt,costat,ggroup
2574,20131231,2013,INDL,C,D,STD,CSX,CSX CORP,USD,31782,592,600,2424,21278,1864,9413,12026,10483,10504,,A,2030
2577,20131231,2013,INDL,C,D,STD,CTS,CTS CORP,USD,480.265,124.368,4.874,95.12,183.536,-3.929,277.1,409.461,296.729,296.729,,A,4520
2593,20130930,2013,INDL,C,D,STD,CBT,CABOT CORP,USD,4233,95,51,844,2150,153,1858,3463,1951,2083,,A,1510
2595,20131231,2013,INDL,C,D,STD,CACH,CACHE INC,USD,51.971,4.513,,26.37,35.188,-34.434,-4.504,216.7,16.783,16.783,,A,2550
2596,20130630,2013,INDL,C,D,STD,CACI,CACI INTL INC  -CL A,USD,2501.265,64.337,0,742.494,1293.693,151.689,1247.823,3681.99,1204.903,1207.572,,A,4510
2615,20130228,2012,INDL,C,D,STD,CAMP,CALAMP CORP,USD,150.771,63.101,0,28.949,33.222,44.626,-85.169,180.579,117.549,117.549,,A,4520
2620,20131231,2013,INDL,C,D,STD,BTM1,UNIONBANCAL CORP,USD,105894,1863,0,,91426,667,6888,3999,14215,14468,,A,4010
2628,20131231,2013,INDL,C,D,STD,CWT,CALIFORNIA WATER SERVICE GP,USD,1959.855,27.506,29.619,166.584,1361.099,47.254,269.915,584.103,598.756,598.756,,A,5510
2663,20130731,2013,INDL,C,D,STD,CPB,CAMPBELL SOUP CO,USD,8323,333,371,3282,7113,458,1207,8052,1217,1210,,A,3020
2675,20131231,2013,INDL,C,D,STD,MLFNF,MAPLE LEAF FOODS INC,CAD,3599.092,506.67,22.427,966.522,1957.1,496.31,598.124,4406.448,1581.129,1641.992,,A,3020
2696,20131231,2013,INDL,C,D,STD,CNI,CANADIAN NATIONAL RAILWAY CO,CAD,30163,214,724,2498,17210,2612,8938,10575,12953,12953,,A,2030
2698,20131231,2013,INDL,C,D,STD,CP,CANADIAN PACIFIC RAILWAY LTD,CAD,17060,476,246,1378,9963,875,4823,6133,7097,7097,,A,2030
2703,20131231,2013,INDL,C,D,STD,CDNAF,CANADIAN TIRE CORP  -CL A,CAD,13630,643.2,119.6,4322.1,8180.1,561.2,4574.1,11785.6,5167.3,5449.9,,A,2550
2710,20130228,2012,INDL,C,D,STD,STZ,CONSTELLATION BRANDS,USD,7638.1,331.5,0,677.9,4777.8,387.8,2627.2,2796.1,2860.3,2860.3,,A,3020
2721,20131231,2013,INDL,C,D,STD,CAJ,CANON INC,USD,40310.784,7495.572,1478.641,8059.924,11172.761,2189.862,30357.595,35452.541,27650.945,29138.023,,A,4520
2735,20131231,2013,INDL,C,D,STD,CPTP,CAPITAL PROPERTIES INC,USD,24.81,3.305,0,,23.157,0.711,0.805,6.669,1.653,1.653,,A,4040
2751,20130630,2013,INDL,C,D,STD,CAH,CARDINAL HEALTH INC,USD,25819,1901,374,14590,19844,334,4106,101093,5975,5975,,A,3510
2771,20131231,2013,INDL,C,D,STD,CSL,CARLISLE COS INC,USD,3493,754.5,53.7,376.4,1506.9,209.7,1912.8,2943,1986.1,1986.1,,A,2010
2783,20131231,2013,INDL,C,D,STD,DUK8,PROGRESS ENERGY INC,USD,37969,58,0,4046,27105,672,3393,9533,10860,10864,,A,5510
2787,20130630,2013,INDL,C,D,STD,CRS,CARPENTER TECHNOLOGY CORP,USD,2882.9,257.5,38.3,421.2,1579.8,146.1,881.6,2271.7,1303.1,1303.1,,A,1510
2802,20130131,2012,INDL,C,D,STD,CASC,CASCADE CORP,USD,425.672,46.543,,50.051,79.169,46.852,322.377,538.408,346.503,346.503,,I,2010
2807,20130430,2012,INDL,C,D,STD,CASY,CASEYS GENERAL STORES INC,USD,1984.018,41.271,25.291,397.748,1381.723,110.625,579.176,6654.84,602.295,602.295,,A,3010
2811,20131231,2013,INDL,C,D,STD,CAS,CASTLE (A M) & CO,USD,679.822,30.829,0,101.341,369.928,-33.962,86.534,1053.066,309.894,309.894,,A,1510
2817,20131231,2013,INDL,C,D,STD,CAT,CATERPILLAR INC,USD,84896,6081,1493,27297,64018,3789,27956,55656,20811,20878,,A,2010
2818,20130131,2012,INDL,C,D,STD,CATO,CATO CORP  -CL A,USD,532.646,31.069,87.222,159.602,187.412,61.668,267.664,944.048,345.234,345.234,,A,2550
2820,20130331,2012,INDL,C,D,STD,CVCO,CAVCO INDUSTRIES INC,USD,444.499,47.823,0,87.005,175.615,4.963,41.767,452.3,176.89,176.89,,A,2520
2829,20131031,2013,INDL,C,D,STD,RFIL,R F INDUSTRIES LTD,USD,28.953,11.881,2.349,2.584,3.534,3.828,9.632,36.625,25.419,25.419,,A,4520
2859,20131231,2013,INDL,C,D,STD,CNL,CLECO CORP,USD,4215.262,28.656,86.756,243.473,2629.065,160.685,1123.127,1096.714,1586.197,1586.197,,A,5510
2862,20131231,2013,INDL,C,D,STD,AEP11,AEP TEXAS CENTRAL CO,USD,5754.373,0.154,5,591.334,4996.014,105.298,532.005,1003.515,758.359,758.359,,A,5510
2884,20131231,2013,INDL,C,D,STD,CTL,CENTURYLINK INC,USD,51787,168,1301,4409,34596,-239,-736,18095,17191,17191,,A,5010
2911,20130930,2013,INDL,C,D,STD,3089B,UNIFIED GROCERS INC,USD,913.382,8.974,0,311.574,732.736,-17.644,51.493,3691.564,180.646,180.646,,A,3010
2940,20131231,2013,INDL,C,D,STD,MGLN,MAGELLAN HEALTH SERVICES INC,USD,1759.218,203.187,0,476.267,592.179,125.261,1100.4,3546.317,1156.485,1156.485,,A,3510
2942,20130731,2013,INDL,C,D,STD,CMN,CANTEL MEDICAL CORP,USD,487.671,34.076,3.016,59.151,166.539,39.239,214.739,425.026,321.132,321.132,,A,3510
2953,20131231,2013,INDL,C,D,STD,CKP,CHECKPOINT SYSTEMS INC,USD,799.493,121.573,0,177.733,453.168,-18.928,-21.039,689.738,346.325,346.325,,A,4520
2960,20131231,2013,INDL,C,D,STD,CHE,CHEMED CORP,USD,893.701,84.418,14.148,363.986,444.811,77.227,686.114,1413.329,448.89,448.89,,A,3510
2968,20131231,2013,INDL,C,D,STD,JPM,JPMORGAN CHASE & CO,USD,2415689,39771,6390,,2204511,17923,116955,105790,211178,211178,,A,4010
2986,20131231,2013,INDL,C,D,STD,CPK,CHESAPEAKE UTILITIES CORP,USD,837.522,3.356,14.758,221.942,558.749,32.787,121.741,444.306,278.773,278.773,,A,5510
2990,20131231,2013,INDL,C,D,STD,CLSN,CELSION CORP,USD,45.671,5.718,4.602,4.671,14.147,-8.251,-169.331,0.5,31.524,31.524,,A,3520
2991,20131231,2013,INDL,C,D,STD,CVX,CHEVRON CORP,USD,253753,16245,7474,33018,103326,21423,170098,211664,149113,150427,,A,1010
2999,20131231,2013,INDL,C,D,STD,CVR,CHICAGO RIVET & MACHINE CO,USD,28.157,0.444,0.609,2.221,3.286,2.479,27.208,37.118,24.871,24.871,,A,2010
3007,20130630,2013,INDL,C,D,STD,EAT,BRINKER INTL INC,USD,1452.603,59.367,58.594,390.211,1303.246,163.359,2217.623,2846.098,149.357,149.357,,A,2530
3024,20131231,2013,INDL,C,D,STD,CB,CHUBB CORP,USD,50433,52,452,,34336,2345,22937,13898,16097,16097,,A,4030
3026,20131231,2013,INDL,C,D,STD,CHD,CHURCH & DWIGHT INC,USD,4259.7,496.9,155.2,651.2,1959.7,394.4,2168.7,3194.3,2299.9,2300,,A,3030
3028,20131231,2013,INDL,C,D,STD,CHDN,CHURCHILL DOWNS INC,USD,1352.261,44.708,15.652,213.206,647.472,54.9,408.834,779.325,704.789,704.789,,A,2530
3031,20131231,2013,INDL,C,D,STD,CHYR,CHYRONHEGO CORP,USD,50.652,5.266,0,17.152,35.185,-7.839,-88.664,47.407,15.286,15.467,,A,4520
3036,20131231,2013,INDL,C,D,STD,CBB,CINCINNATI BELL INC,USD,2107.3,4.6,10.4,254.3,2784,-54.7,-3396.8,1256.9,-676.7,-676.7,,A,5010
3039,20131231,2013,INDL,C,D,STD,CIN1,DUKE ENERGY OHIO INC,USD,10763,36,0,807,5494,102,-375,3245,5269,5269,,A,5510
3062,20130531,2012,INDL,C,D,STD,CTAS,CINTAS CORP,USD,4345.632,352.273,79.744,556.256,2144.14,315.442,3755.894,4316.471,2201.492,2201.492,,A,2020
3082,20131231,2013,INDL,C,D,STD,CYN,CITY NATIONAL CORP,USD,29717.951,183.227,50.803,,26937.197,230.009,1902.522,1234.83,2740.986,2740.986,,A,4010
3093,20131130,2013,INDL,C,D,STD,CLC,CLARCOR INC,USD,1448.843,411.562,28.744,207.761,414.134,118.076,959.199,1130.77,1031.848,1032.873,,A,2010
3105,20131231,2013,INDL,C,D,STD,CCMO,CC MEDIA HOLDINGS INC,USD,15097.302,708.151,0,1759.592,23793.937,-606.883,-11084.702,6243.044,-8942.166,-8696.635,,A,2540
3107,20131231,2013,INDL,C,D,STD,CLF,CLIFFS NATURAL RESOURCES INC,USD,13121.9,335.5,140.6,1085.5,6237.6,413.5,3294.4,5691.4,6069.5,6884.3,,A,1510
3121,20130630,2013,INDL,C,D,STD,CLX,CLOROX CO/DE,USD,4311,299,348,1134,4165,572,1194,5623,146,146,,A,3030
3129,20131231,2013,INDL,C,D,STD,CRV,COAST DISTRIBUTION SYSTEMS,USD,46.244,2.14,,8.905,18.204,-0.637,,113.938,28.04,28.04,,A,2550
3134,20130630,2013,INDL,C,D,STD,FMYR,FAMILY ROOM ENTMT CORP,USD,0.011,0.002,0,,0.52,-0.104,-25.237,0.006,-0.509,-0.509,,A,2540
3138,20131231,2013,INDL,C,D,STD,COKE,COCA-COLA BTLNG CONS,USD,1276.156,11.761,9.245,208.816,1016.23,27.675,130.693,1641.331,191.32,259.926,,A,3020
3144,20131231,2013,INDL,C,D,STD,KO,COCA-COLA CO,USD,90055,10414,4969,27811,56615,8584,58228,46854,33173,33440,,A,3020
3153,20131231,2013,INDL,C,D,STD,CDE,COEUR MINING INC,USD,2885.978,206.69,0,144.561,1155.411,-650.563,-1051.625,745.994,1730.567,1730.567,,A,1510
3157,20130930,2013,INDL,C,D,STD,COHR,COHERENT INC,USD,966.478,110.444,24.04,145.828,207.96,66.355,596.021,810.126,758.518,758.518,,A,4520
3158,20131231,2013,INDL,C,D,STD,COHU,COHU INC,USD,345.423,51.668,5.973,61.011,92.263,-33.418,138.197,247.3,253.16,253.16,,A,4530
3169,20131231,2013,INDL,C,D,STD,OMED,ONCOMED PHARMACEUTICALS,USD,333.685,208.931,0,62.017,215.563,-26.071,-174.412,37.779,118.122,118.122,,A,3520
3170,20131231,2013,INDL,C,D,STD,CL,COLGATE-PALMOLIVE CO,USD,13876,962,1242,4470,11340,2241,15501,17420,2305,2536,,A,3030
3198,20131231,2013,INDL,C,D,STD,CGP1,COLORADO INTERSTATE GAS CO,USD,1505,0,198,56,715,170,,397,790,790,,A,1010
3203,20130831,2013,INDL,C,D,STD,CCF,CHASE CORP,USD,224.36,29.997,3.626,32.394,110.5,17.214,98.571,216.062,112.814,113.86,,A,1510
3218,20130131,2012,INDL,C,D,STD,CMRO,COMARCO INC,USD,3.211,0.104,0,9.943,9.985,-5.592,-23.115,6.338,-6.774,-6.774,,A,2010
3221,20131231,2013,INDL,C,D,STD,AON,AON PLC,USD,30251,477,212,15411,22056,1113,3357,11815,8145,8195,,A,4030
3226,20131231,2013,INDL,C,D,STD,CMCSA,COMCAST CORP,USD,158813,1718,2046,18912,106798,6816,19291,64657,50694,51058,,A,2540
3230,20130930,2013,INDL,C,D,STD,CDCO,COMDISCO HOLDING CO INC,USD,38.304,27.671,0,,13.942,-1.175,-4.122,0,24.362,24.362,,A,2020
3231,20131231,2013,INDL,C,D,STD,CMA,COMERICA INC,USD,65227,1140,126,,58074,541,5930,2610,7153,7153,,A,4010
3238,20131231,2013,INDL,C,D,STD,CBSH,COMMERCE BANCSHARES INC,USD,23072.036,518.42,82.104,,20857.639,260.961,459.567,1064.246,2210.642,2214.397,,A,4010
3243,20131231,2013,INDL,C,D,STD,C,CITIGROUP INC,USD,1880382,29885,314,,1674249,13673,92035,92543,204339,206133,,A,4010
3246,20130831,2013,INDL,C,D,STD,CMC,COMMERCIAL METALS,USD,3494.801,378.77,56.028,781.109,2224.646,77.315,1139.556,6889.575,1269.999,1270.155,,A,1510
3275,20131231,2013,INDL,C,D,STD,JCS,COMMUNICATIONS SYSTEMS INC,USD,103.533,20.059,5.474,13.073,14.911,-0.958,51.084,131.32,88.622,88.622,,A,4520
3278,20131231,2013,INDL,C,D,STD,CAR,AVIS BUDGET GROUP INC,USD,16284,693,0,1568,15513,16,-2243,7937,771,771,,A,2030
3310,20130331,2012,INDL,C,D,STD,CA,CA INC,USD,11811,2593,463,3541,6361,955,5202,4643,5450,5450,,A,4510
3336,20130331,2012,INDL,C,D,STD,CSC,COMPUTER SCIENCES CORP,USD,11251,2054,123,3349,8091,961,1210,14993,3135,3160,,A,4510
3342,20131231,2013,INDL,C,D,STD,CTG,COMPUTER TASK GROUP INC,USD,174.431,46.227,3.046,48.929,60.589,15.679,103.572,419.036,113.842,113.842,,A,4510
3358,20130731,2013,INDL,C,D,STD,CMTL,COMTECH TELECOMMUN,USD,681.815,356.642,18.637,269.091,277.753,17.808,403.398,319.797,404.062,404.062,,A,4520
3362,20130531,2012,INDL,C,D,STD,CAG,CONAGRA FOODS INC,USD,20405.3,183.9,407.3,3401.3,15042.3,773.9,4933.4,15491.4,5264.4,5363,,A,3020
3363,20130430,2012,INDL,C,D,STD,3UMAXE,UMAX GROUP CORP,USD,0,0,0,0.02,0.02,-0.034,-0.048,0,-0.02,-0.02,,A,2520
3369,20130630,2013,INDL,C,D,STD,PZZI,PIZZA INN HOLDINGS INC,USD,12.535,0.919,0,4.159,6.466,-1.261,20.378,41.86,6.069,6.069,,A,2530
3382,20131231,2013,INDL,C,D,STD,SSTK,SHUTTERSTOCK INC,USD,278.488,155.355,0,91.928,95.889,26.479,54.805,235.515,182.599,182.599,,A,4510
3392,20131231,2013,INDL,C,D,STD,NU1,CONNECTICUT LIGHT & POWER CO,USD,8980.502,7.237,157.558,1089.702,6161.808,279.412,960.095,2442.341,2818.694,2818.694,,A,5510
3394,20131231,2013,INDL,C,D,STD,CTWS,CONNECTICUT WATER SVC INC,USD,630.811,18.371,10.796,22.729,432.286,18.269,59.162,92.337,198.525,198.525,,A,5510
3413,20131231,2013,INDL,C,D,STD,ED,CONSOLIDATED EDISON INC,USD,40647,,721,4730,28402,1062,8313,12354,12245,12245,,A,5510
3416,20131231,2013,INDL,C,D,STD,CNW,CON-WAY INC,USD,3279.931,484.502,22.62,745.951,2141.242,99.153,773.941,5473.356,1138.689,1138.689,,A,2030
3424,20130930,2013,INDL,C,D,STD,BH,BIGLARI HOLDINGS INC,USD,988.543,94.626,0,113.014,423.954,140.271,369.796,755.822,564.589,564.589,,A,2530
3429,20131231,2013,INDL,C,D,STD,CTO,CONSOLIDATED TOMOKA LAND CO,USD,226.184,4.933,0.345,,106.015,3.683,106.346,25.838,120.169,120.169,,A,4040
3439,20131231,2013,INDL,C,D,STD,CMS,CMS ENERGY CORP,USD,17416,172,273,1945,13925,452,-1264,6566,3491,3491,,A,5510
3469,20131231,2013,INDL,C,D,STD,CLR,CONTINENTAL RESOURCES INC,USD,11941.182,28.482,0,1473.156,7988.064,764.219,2699.227,3455.15,3953.118,3953.118,,A,1010
3502,20131231,2013,INDL,C,D,STD,CTB,COOPER TIRE & RUBBER CO,USD,2738.147,397.731,26.604,564.583,1580.522,111.013,1331.591,3439.233,990.866,1157.625,,A,2510
3504,20131031,2013,INDL,C,D,STD,COO,COOPER COMPANIES INC,USD,3137.261,77.393,2.918,321.253,713.767,296.151,1296.089,1587.725,2404.535,2423.494,,A,3510
3505,20131231,2013,INDL,C,D,STD,TAP,MOLSON COORS BREWING CO,USD,15580.1,442.3,234.6,2142.1,6916.3,567.3,4388.1,4206.1,8638.9,8663.8,,A,3020
3516,20130630,2013,INDL,C,D,STD,CBYDF,CORBY SPIRIT AND WINE LTD,CAD,244.591,0,34.163,24.185,35.687,27.244,194.6,132.743,208.904,208.904,,A,3020
3532,20131231,2013,INDL,C,D,STD,GLW,CORNING INC,USD,28478,4704,566,1746,7267,1961,11364,7819,21162,21211,,A,4520
3533,20130930,2013,INDL,C,D,STD,CNIG,CORNING NATURAL GAS HLDG CP,USD,55.019,0.014,1.109,10.493,31.627,1.785,0.06,23.474,23.392,23.392,,A,5510
3538,20131231,2013,INDL,C,D,STD,CBDLF,CANADA BREAD CO LTD,CAD,1138.648,325.062,254.168,436.951,516.315,157.556,479.368,1453.586,622.333,622.333,,A,3020
3552,20131231,2013,INDL,C,D,STD,2289B,TRUE VALUE CO,USD,763.609,4.531,54.277,389.835,580.888,55.318,-41.832,1411.507,182.721,182.721,,A,2550
3556,20130930,2013,INDL,C,D,STD,CRRC,COURIER CORP,USD,216.994,0.057,9.651,35.974,70.95,11.222,114.505,274.919,146.044,146.044,,A,2020
3562,20131231,2013,INDL,C,D,STD,CUZ,COUSINS PROPERTIES INC,USD,2273.206,0.975,37.2,,814.234,121.761,-164.721,278.066,1457.401,1458.972,,A,4040
3570,20130731,2013,INDL,C,D,STD,CBRL,CRACKER BARREL OLD CTRY STOR,USD,1388.306,121.718,53.515,316.067,904.28,117.265,432.061,2644.63,484.026,484.026,,A,2530
3580,20131231,2013,INDL,C,D,STD,CR,CRANE CO,USD,3559.607,270.643,67.272,668.902,2344.934,219.502,1354.551,2595.281,1204.319,1214.673,,A,2010
3581,20131231,2013,INDL,C,D,STD,CRD.B,CRAWFORD & CO,USD,790.058,75.953,8.84,317.393,582.525,50.978,105.955,1253.43,199.805,207.533,,A,4030
3607,20131231,2013,INDL,C,D,STD,CHMT,CHEMTURA CORP,USD,2704,549,0,486,1705,-177,-3305,2231,998,999,,A,1510
3619,20131231,2013,INDL,C,D,STD,CCK,CROWN HOLDINGS INC,USD,8030,689,0,2920,7741,324,-1118,8656,4,289,,A,1510
3622,20130331,2012,INDL,C,D,STD,CRWS,CROWN CRAFTS INC,USD,44.163,0.34,7.277,11.351,11.351,5.111,-5.834,78.416,32.812,32.812,,A,2520
3639,20130930,2013,INDL,C,D,STD,CUB,CUBIC CORP,USD,1106.955,203.892,6.417,256.923,402.028,19.798,725.046,1360.723,704.793,704.927,,A,2010
3643,20131231,2013,INDL,C,D,STD,CFR,CULLEN/FROST BANKERS INC,USD,24312.939,885.121,126.338,,21798.778,237.866,1715.716,940.518,2514.161,2514.161,,A,4010
3647,20130430,2012,INDL,C,D,STD,CFI,CULP INC,USD,144.706,23.53,7.593,37.457,49.123,18.317,53.071,268.814,95.583,95.583,,A,2520
3650,20131231,2013,INDL,C,D,STD,CMI,CUMMINS INC,USD,14728,2699,420,3368,6858,1483,7622,17321,7510,7870,,A,2010
3662,20131231,2013,INDL,C,D,STD,CW,CURTISS-WRIGHT CORP,USD,3458.274,175.294,18.377,534.593,1905.569,137.981,1406.24,2510.771,1552.705,1552.705,,A,2010
3707,20131231,2013,INDL,C,D,STD,DST,DST SYSTEMS INC,USD,3090.5,62.5,52.6,1072.8,1906.7,352.6,4085.9,2652.6,1183.8,1183.8,,A,4510
3708,20131231,2013,INDL,C,D,STD,WEN,WENDY'S CO,USD,4363.04,580.152,70.681,349.526,2433.554,45.487,-502.552,2487.41,1929.486,1929.486,,A,2530
3734,20131231,2013,INDL,C,D,STD,DAN,DANA HOLDING CORP,USD,5129,1256,287,1268,3716,244,-1539,6769,1309,1413,,A,2510
3735,20131231,2013,INDL,C,D,STD,DHR,DANAHER CORP,USD,34672.2,3115.2,69.6,4527.4,12220.8,2695,18219.8,19118,22385.3,22451.4,,A,2010
3761,20131231,2013,INDL,C,D,STD,DAIO,DATA I/O CORP,USD,17.502,10.426,,4.327,4.64,-2.576,-5.481,18.717,12.862,12.862,,A,4520
3785,20130430,2012,INDL,C,D,STD,DRAM,DATARAM CORP,USD,8.165,0.324,0,3.908,5.175,-4.625,-18.053,27.616,2.99,2.99,,A,4520
3801,20131231,2013,INDL,C,D,STD,DVTX,DAVEY TREE EXPERT CO,USD,333.378,15.861,2.53,105.271,202.24,22.853,229.707,713.848,131.138,131.138,,A,2020
3806,20130930,2013,INDL,C,D,STD,DWSN,DAWSON GEOPHYSICAL CO,USD,289.027,52.405,0,36.58,75.967,10.48,115.528,305.299,213.06,213.06,,A,1010
3813,20130131,2012,INDL,C,D,STD,TGT,TARGET CORP,USD,48163,784,903,14031,31605,2999,12579,73301,16558,16558,,A,2550
3814,20131231,2013,INDL,C,D,STD,AES5,DPL INC,USD,3721.5,53.2,0,291.1,3463.6,-222,-1997.5,1636.9,257.9,257.9,,A,5510
3835,20131031,2013,INDL,C,D,STD,DE,DEERE & CO,USD,59521.3,3504,766.6,,49253.6,3537.3,16952.5,37347.4,10265.8,10267.7,,A,2010
3836,20131031,2013,INDL,C,D,STD,DE1,DEERE (JOHN) CAPITAL CORP,USD,31664.2,379.5,165,,28233.1,468.5,1947.9,1767.5,3430.7,3431.1,,A,4020
3839,20130731,2013,INDL,C,D,STD,DGTC,DGT HOLDINGS CORP,USD,52.383,8.997,,0.286,0.749,6.515,-29.145,0.71,51.634,51.634,,A,4040
3851,20131231,2013,INDL,C,D,STD,DAL,DELTA AIR LINES INC,USD,52252,2844,102,14152,40609,10540,-2081,37773,11643,11643,,A,2030
3855,20130630,2013,INDL,C,D,STD,DGAS,DELTA NATURAL GAS CO INC,USD,183.93,10.361,4.951,13.636,113.925,7.201,17.618,80.665,70.005,70.005,,A,5510
3863,20131231,2013,INDL,C,D,STD,DLX,DELUXE CORP,USD,1569.529,121.089,50.711,490.071,1019.072,186.652,477.517,1584.824,550.457,550.457,,A,2020
3897,20131231,2013,INDL,C,D,STD,DTE,DTE ENERGY CO,USD,25935,52,464,3189,17981,661,4014,9661,7921,7954,,A,5510
3905,20130630,2013,INDL,C,D,STD,DV,DEVRY EDUCATION GROUP INC,USD,1857.018,196.576,21.736,316.217,459.008,106.786,1557.908,1964.375,1397.156,1397.156,,A,2530
3908,20130630,2013,INDL,C,D,STD,DEWY,DEWEY ELECTRONICS CORP,USD,4.069,0.321,0,0.848,1.565,0.1,0.092,8.257,2.504,2.504,,A,2010
3937,20130331,2012,INDL,C,D,STD,AOI,ALLIANCE ONE INTL INC,USD,1911.579,92.026,0,620.952,1569.548,24.013,-122.521,2243.816,338.393,342.031,,A,3020
3946,20131231,2013,INDL,C,D,STD,DBD,DIEBOLD INC,USD,2183.491,230.709,73.997,893.736,1562.676,-181.605,668.422,2857.491,596.764,620.815,,A,4520
3962,20131231,2013,INDL,C,D,STD,NSYS,NORTECH SYSTEMS INC,USD,46.075,0,0,19.367,24.14,0.787,5.92,111.058,21.935,21.935,,A,4520
3964,20130131,2012,INDL,C,D,STD,DDS,DILLARDS INC  -CL A,USD,4048.744,124.06,249.844,767.116,2078.569,335.962,3068.291,6711.069,1970.175,1970.175,,A,2550
3969,20131231,2013,INDL,C,D,STD,DIOD,DIODES INC,USD,1162.258,196.635,0,156.916,418.581,26.532,381.954,826.846,702.742,743.677,,A,4530
3980,20130930,2013,INDL,C,D,STD,DIS,DISNEY (WALT) CO,USD,81241,3931,1342,11704,33091,6136,46571,45041,45429,48150,,A,2540
4001,20131231,2013,INDL,C,D,STD,DXYN,DIXIE GROUP INC,USD,248.866,0.255,0,54.11,178.095,5.29,-106.334,345.066,70.771,70.771,,A,2520
4016,20130131,2012,INDL,C,D,STD,DG,DOLLAR GENERAL CORP,USD,10367.682,140.809,0,1738.547,5382.352,952.662,1707.794,16022.128,4985.33,4985.33,,A,2550
4019,20131231,2013,INDL,C,D,STD,WFSTF,WESTERN FOREST PRODUCTS INC,CAD,670.5,5.6,15.6,92.7,288.1,125.4,-123.8,977.5,382.4,382.4,,A,1510
4029,20131231,2013,INDL,C,D,STD,D,DOMINION RESOURCES INC,USD,50096,316,1319,6994,38197,1697,5859,13120,11899,11899,,A,5510
4036,20130731,2013,INDL,C,D,STD,DCI,DONALDSON CO INC,USD,1743.556,224.138,66.064,476.435,658.369,247.377,494.834,2445.048,1085.187,1085.187,,A,2010
4040,20131231,2013,INDL,C,D,STD,RRD,DONNELLEY (R R) & SONS CO,USD,7238.2,1028.4,188.5,2228.7,6584.5,211.2,-961.5,10480.3,631.8,653.7,,A,2020
4045,20131231,2013,INDL,C,D,STD,DMLP,DORCHESTER MINERALS  -LP,USD,112.785,15.175,55.015,0.95,0.961,43.576,,65.869,111.824,111.824,,A,1010
4052,20131231,2013,INDL,C,D,STD,ESCR,ESCALERA RESOURCES CO,USD,132.4,2.799,3.723,9.824,67.117,-13.073,-16.136,35.319,65.283,65.283,,A,1010
4058,20131231,2013,INDL,C,D,STD,DOV,DOVER CORP,USD,10838.172,803.882,247.82,1615.58,5460.776,1003.129,8022.259,8729.813,5377.396,5377.396,,A,2010
4060,20131231,2013,INDL,C,D,STD,DOW,DOW CHEMICAL,USD,69501,5940,1860,11971,41421,4787,16580,57080,26898,27924,,A,1510
4066,20131231,2013,INDL,C,D,STD,OMC,OMNICOM GROUP,USD,22098.7,2710.5,424.3,12277.7,17828.8,991.1,8769.6,14584.5,3582.4,4067.9,,A,2540
4072,20130731,2013,INDL,C,D,STD,ASNA,ASCENA RETAIL GROUP INC,USD,2871.7,186.4,0,652.6,1315.3,151.3,962,4714.9,1556.4,1556.4,,A,2550
4087,20131231,2013,INDL,C,D,STD,DD,DU PONT (E I) DE NEMOURS,USD,51499,8941,1668,13367,35213,4848,11343,35935,16229,16286,,A,1510
4090,20130131,2012,INDL,C,D,STD,ALCS,ALCO STORES INC,USD,243.875,3.16,0,56.815,141.712,1.307,65.629,492.595,102.163,102.163,,A,2550
4091,20131231,2013,INDL,C,D,STD,DCO,DUCOMMUN INC,USD,764.199,48.814,0,103.589,524.505,9.343,170.966,736.65,239.694,239.694,,A,2010
4093,20131231,2013,INDL,C,D,STD,DUK,DUKE ENERGY CORP,USD,114779,1501,2188,8644,73371,2665,1964,24549,41330,41408,,A,5510
4094,20131231,2013,INDL,C,D,STD,DNB,DUN & BRADSTREET CORP,USD,1890.3,235.9,63.1,852.3,2932.6,258.5,1862.1,1655.2,-1048.4,-1042.3,,A,2020
4108,20131231,2013,INDL,C,D,STD,FLS,FLOWSERVE CORP,USD,5036.733,363.804,79.467,1558.099,3159.612,485.53,2763.914,4954.619,1870.379,1877.121,,A,2010
4115,20130731,2013,INDL,C,D,STD,DY,DYCOM INDUSTRIES INC,USD,1154.208,,0,199.815,725.847,35.188,302.068,1608.612,428.361,428.361,,A,2010
4124,20130630,2013,INDL,C,D,STD,DYNT,DYNATRONICS CORP,USD,15.105,0.302,0,7.334,8.896,-0.044,-0.87,29.538,6.209,6.209,,A,3510
4128,20131231,2013,INDL,C,D,STD,COBR,COBRA ELECTRONICS CORP,USD,82.806,3.059,0,33.62,42.897,-1.14,19.824,111.237,39.909,39.909,,A,2520
4130,20130930,2013,INDL,C,D,STD,DYSL,DYNASIL CORP OF AMERICA,USD,26.677,2.437,0,15.362,16.031,-8.727,-5.852,42.753,10.646,10.646,,A,4520
4145,20131231,2013,INDL,C,D,STD,PKI,PERKINELMER INC,USD,3946.712,173.242,31.421,602.796,1952.225,167.212,1761.955,2173.553,1994.487,1994.487,,A,3520
4156,20131231,2013,INDL,C,D,STD,STS,SUPREME INDUSTRIES INC,USD,113.531,3.894,0,28.343,39.451,6.426,15.225,282.273,74.08,74.08,,A,2010
4186,20131231,2013,INDL,C,D,STD,EML,EASTERN CO,USD,113.858,19.988,2.613,13.615,32.353,6.902,71.989,142.458,81.505,81.505,,A,2010
